epoch,lr,train_loss,test_acc
1,1e-05,4.984375,0.627216796875
2,5.9e-05,3.1640625,0.712001953125
3,0.000108,2.3671875,0.71357421875
4,0.000157,2.05859375,0.743876953125
5,0.000206,1.890625,0.753203125
6,0.000255,1.8125,0.653916015625
7,0.000304,1.7705078125,0.70939453125
8,0.000353,1.7451171875,0.7046875
9,0.000402,1.6923828125,0.67681640625
10,0.000451,1.712890625,0.66970703125
11,0.0005,1.7236328125,0.6619921875
12,0.0004993834667466257,1.599609375,0.702734375
13,0.0004975376681190276,1.486328125,0.67947265625
14,0.0004944739840795354,1.419921875,0.707822265625
15,0.0004902113032590308,1.4990234375,0.635
16,0.0004847759065022574,1.4189453125,0.673623046875
17,0.0004782013048376736,1.4228515625,0.66849609375
18,0.00047052803287081843,1.419921875,0.732109375
19,0.0004618033988749895,1.6923828125,0.573193359375
20,0.0004520811931200062,1.39453125,0.719150390625
21,0.0004414213562373095,1.236328125,0.75041015625
22,0.0004298896096660367,1.2080078125,0.73451171875
23,0.00041755705045849463,1.16015625,0.7494921875
24,0.0004044997129431898,1.1201171875,0.76728515625
25,0.00039079809994790936,1.1484375,0.686484375
26,0.000376536686473018,1.1025390625,0.774892578125
27,0.0003618033988749895,1.0712890625,0.72701171875
28,0.00034668907277118113,1.0732421875,0.76509765625
29,0.0003312868930080462,1.0263671875,0.79208984375
30,0.000315691819145569,1.0966796875,0.77111328125
31,0.00030000000000000003,0.99853515625,0.800673828125
32,0.00028430818085443103,0.96337890625,0.80181640625
33,0.0002687131069919538,0.9501953125,0.806796875
34,0.000253310927228819,0.92822265625,0.7949609375
35,0.00023819660112501053,0.89990234375,0.822099609375
36,0.00022346331352698207,0.85693359375,0.815693359375
37,0.00020920190005209064,0.87939453125,0.7922265625
38,0.00019550028705681027,0.87109375,0.82220703125
39,0.0001824429495415054,0.8427734375,0.818994140625
40,0.0001701103903339633,0.826171875,0.825009765625
41,0.00015857864376269052,0.9287109375,0.786171875
42,0.0001479188068799938,0.8603515625,0.828232421875
43,0.00013819660112501054,0.8251953125,0.830419921875
44,0.00012947196712918157,0.79296875,0.837490234375
45,0.00012179869516232644,0.77490234375,0.84419921875
46,0.00011522409349774266,0.77099609375,0.83244140625
47,0.0001097886967409693,0.763671875,0.844736328125
48,0.0001055260159204647,0.75341796875,0.8437109375
49,0.00010246233188097247,0.7490234375,0.845615234375
50,0.00010061653325337441,0.73486328125,0.844833984375
51,0.0001,0.74462890625,0.845908203125
52,9.999451708687114e-05,0.73193359375,0.8478125
53,9.997807075247147e-05,0.7353515625,0.8458203125
54,9.99506682107068e-05,0.7255859375,0.843916015625
55,9.991232148123761e-05,0.7275390625,0.828603515625
56,9.986304738420683e-05,0.72021484375,0.835078125
57,9.980286753286194e-05,0.72802734375,0.84171875
58,9.973180832407472e-05,0.724609375,0.851572265625
59,9.964990092676263e-05,0.720703125,0.846904296875
60,9.955718126821723e-05,0.71826171875,0.848427734375
61,9.945369001834514e-05,0.712890625,0.844345703125
62,9.933947257182902e-05,0.71630859375,0.84951171875
63,9.921457902821579e-05,0.71044921875,0.849130859375
64,9.907906416994146e-05,0.71337890625,0.850634765625
65,9.893298743830168e-05,0.72314453125,0.838134765625
66,9.877641290737885e-05,0.70556640625,0.848505859375
67,9.860940925593703e-05,0.69921875,0.847724609375
68,9.843204973729728e-05,0.69921875,0.845693359375
69,9.824441214720629e-05,0.693359375,0.840732421875
70,9.804657878971252e-05,0.697265625,0.846865234375
71,9.783863644106502e-05,0.68798828125,0.8461328125
72,9.762067631165049e-05,0.69091796875,0.849404296875
73,9.739279400598533e-05,0.697265625,0.8514453125
74,9.715508948078037e-05,0.69677734375,0.842724609375
75,9.690766700109659e-05,0.69287109375,0.849033203125
76,9.665063509461098e-05,0.68359375,0.845537109375
77,9.638410650401267e-05,0.68359375,0.851318359375
78,9.610819813755039e-05,0.68359375,0.852431640625
79,9.582303101775249e-05,0.67626953125,0.852744140625
80,9.552873022834261e-05,0.67822265625,0.85234375
81,9.52254248593737e-05,0.67626953125,0.855634765625
82,9.491324795060492e-05,0.67919921875,0.8324609375
83,9.4592336433146e-05,0.6787109375,0.85220703125
84,9.426283106939474e-05,0.671875,0.840498046875
85,9.392487639129392e-05,0.6826171875,0.8523046875
86,9.357862063693486e-05,0.6767578125,0.851015625
87,9.32242156855353e-05,0.67041015625,0.8503125
88,9.286181699082009e-05,0.6669921875,0.851328125
89,9.249158351283414e-05,0.662109375,0.848837890625
90,9.211367764821722e-05,0.6630859375,0.848837890625
91,9.172826515897145e-05,0.65771484375,0.852421875
92,9.133551509975265e-05,0.6572265625,0.84322265625
93,9.093559974371725e-05,0.6650390625,0.849423828125
94,9.052869450695776e-05,0.6630859375,0.84662109375
95,9.011497787155939e-05,0.65869140625,0.849951171875
96,8.969463130731183e-05,0.671875,0.85302734375
97,8.92678391921108e-05,0.6591796875,0.852109375
98,8.88347887310836e-05,0.65087890625,0.85439453125
99,8.839566987447491e-05,0.64892578125,0.849423828125
100,8.795067523432826e-05,0.646484375,0.857900390625
101,8.750000000000001e-05,0.64501953125,0.829501953125
102,8.704384185254289e-05,0.65673828125,0.85203125
103,8.658240087799655e-05,0.6494140625,0.855419921875
104,8.611587947962319e-05,0.65283203125,0.8482421875
105,8.564448228912683e-05,0.64501953125,0.85201171875
106,8.516841607689502e-05,0.64501953125,0.85265625
107,8.468788966130258e-05,0.64501953125,0.853896484375
108,8.420311381711695e-05,0.66552734375,0.853427734375
109,8.371430118304539e-05,0.64111328125,0.851748046875
110,8.322166616846458e-05,0.63720703125,0.8533203125
111,8.27254248593737e-05,0.6376953125,0.849912109375
112,8.222579492361179e-05,0.6328125,0.854501953125
113,8.172299551538164e-05,0.6416015625,0.8555078125
114,8.121724717912137e-05,0.625,0.85552734375
115,8.07087717527664e-05,0.63427734375,0.857431640625
116,8.019779227044398e-05,0.638671875,0.85580078125
117,7.968453286464312e-05,0.630859375,0.852177734375
118,7.916921866790257e-05,0.6279296875,0.851533203125
119,7.86520757140603e-05,0.63037109375,0.850537109375
120,7.813333083910761e-05,0.62841796875,0.8576953125
121,7.761321158169134e-05,0.62744140625,0.85693359375
122,7.70919460833079e-05,0.61767578125,0.85759765625
123,7.656976298823283e-05,0.6201171875,0.848447265625
124,7.604689134322999e-05,0.61962890625,0.855810546875
125,7.552356049708393e-05,0.625,0.856220703125
126,7.500000000000001e-05,0.62646484375,0.857783203125
127,7.447643950291609e-05,0.6357421875,0.856044921875
128,7.395310865677003e-05,0.6220703125,0.855986328125
129,7.343023701176717e-05,0.62353515625,0.857685546875
130,7.290805391669212e-05,0.61572265625,0.85501953125
131,7.238678841830867e-05,0.61572265625,0.857197265625
132,7.18666691608924e-05,0.61669921875,0.850126953125
133,7.134792428593972e-05,0.62158203125,0.855625
134,7.083078133209745e-05,0.6123046875,0.85076171875
135,7.031546713535688e-05,0.61328125,0.85173828125
136,6.980220772955602e-05,0.60791015625,0.85662109375
137,6.929122824723361e-05,0.6103515625,0.85333984375
138,6.878275282087864e-05,0.611328125,0.857626953125
139,6.827700448461836e-05,0.6123046875,0.851806640625
140,6.777420507638821e-05,0.6064453125,0.858642578125
141,6.727457514062632e-05,0.6083984375,0.85408203125
142,6.677833383153542e-05,0.6083984375,0.857421875
143,6.628569881695463e-05,0.61376953125,0.8608984375
144,6.579688618288306e-05,0.6083984375,0.856494140625
145,6.531211033869742e-05,0.607421875,0.862314453125
146,6.4831583923105e-05,0.60009765625,0.861005859375
147,6.435551771087318e-05,0.60107421875,0.859619140625
148,6.388412052037683e-05,0.60107421875,0.857431640625
149,6.341759912200347e-05,0.60009765625,0.858486328125
150,6.295615814745712e-05,0.60205078125,0.8604296875
151,6.25e-05,0.59521484375,0.858203125
152,6.204932476567175e-05,0.59619140625,0.86123046875
153,6.160433012552508e-05,0.6005859375,0.859912109375
154,6.11652112689164e-05,0.59423828125,0.856826171875
155,6.0732160807889215e-05,0.5986328125,0.85962890625
156,6.0305368692688175e-05,0.59912109375,0.865107421875
157,5.9885022128440634e-05,0.595703125,0.855205078125
158,5.947130549304225e-05,0.5986328125,0.860224609375
159,5.906440025628276e-05,0.59423828125,0.864208984375
160,5.866448490024736e-05,0.59228515625,0.856279296875
161,5.8271734841028554e-05,0.58935546875,0.8591015625
162,5.788632235178279e-05,0.58984375,0.86431640625
163,5.750841648716587e-05,0.58935546875,0.86333984375
164,5.713818300917992e-05,0.59619140625,0.86259765625
165,5.677578431446472e-05,0.59375,0.860224609375
166,5.6421379363065146e-05,0.58642578125,0.862421875
167,5.6075123608706096e-05,0.58935546875,0.86134765625
168,5.5737168930605275e-05,0.591796875,0.86373046875
169,5.540766356685401e-05,0.583984375,0.857890625
170,5.50867520493951e-05,0.58349609375,0.863505859375
171,5.477457514062632e-05,0.5830078125,0.861806640625
172,5.44712697716574e-05,0.58349609375,0.863408203125
173,5.417696898224752e-05,0.58935546875,0.856474609375
174,5.389180186244963e-05,0.5869140625,0.86111328125
175,5.3615893495987336e-05,0.5869140625,0.859404296875
176,5.3349364905389034e-05,0.583984375,0.86150390625
177,5.309233299890342e-05,0.58251953125,0.862314453125
178,5.2844910519219637e-05,0.57861328125,0.865703125
179,5.260720599401468e-05,0.5791015625,0.86681640625
180,5.2379323688349515e-05,0.5849609375,0.862216796875
